fee_id,payment_id,fee_amt,tax_amt
FEE026000,PAY026038,228,57
FEE026001,PAY026039,782,196
FEE026002,PAY026040,346,87
FEE026003,PAY026041,529,132
FEE026004,PAY026042,573,143
FEE026005,PAY026043,939,235
FEE026006,PAY026044,782,196
FEE026007,PAY026045,101,25
FEE026008,PAY026046,759,190
FEE026009,PAY026047,253,63
FEE026010,PAY026048,50,12
FEE026011,PAY026049,171,43
FEE026012,PAY026050,479,120
FEE026013,PAY026051,560,140
FEE026014,PAY026052,656,164
FEE026015,PAY026053,579,145
FEE026016,PAY026054,930,232
FEE026017,PAY026055,926,232
FEE026018,PAY026056,586,146
FEE026019,PAY026057,483,121
FEE026020,PAY026058,53,13
FEE026021,PAY026059,523,131
FEE026022,PAY026060,290,73
FEE026023,PAY026061,290,73
FEE026024,PAY026062,485,121
FEE026025,PAY026063,52,13
FEE026026,PAY026064,781,195
FEE026027,PAY026065,287,72
FEE026028,PAY026066,651,163
FEE026029,PAY026067,444,111
FEE026030,PAY026068,851,213
FEE026031,PAY026069,592,148
FEE026032,PAY026070,135,34
FEE026033,PAY026071,123,31
FEE026034,PAY026072,570,143
FEE026035,PAY026073,64,16
FEE026036,PAY026074,703,176
FEE026037,PAY026075,599,150
FEE026038,PAY026076,418,104
FEE026039,PAY026077,35,9
FEE026040,PAY026078,483,121
FEE026041,PAY026079,618,154
FEE026042,PAY026080,396,99
FEE026043,PAY026081,152,38
FEE026044,PAY026082,639,160
FEE026045,PAY026083,625,156
FEE026046,PAY026084,738,184
FEE026047,PAY026085,166,41
FEE026048,PAY026086,206,52
FEE026049,PAY026087,862,216
FEE026050,PAY026088,357,89
FEE026051,PAY026089,304,76
FEE026052,PAY026090,812,203
FEE026053,PAY026091,347,87
FEE026054,PAY026092,243,61
FEE026055,PAY026093,564,141
FEE026056,PAY026094,377,94
FEE026057,PAY026095,517,129
FEE026058,PAY026096,611,153
FEE026059,PAY026097,890,222
FEE026060,PAY026098,436,109
FEE026061,PAY026099,545,136
FEE026062,PAY026100,681,170
FEE026063,PAY026101,449,112
FEE026064,PAY026102,563,141
FEE026065,PAY026103,59,15
FEE026066,PAY026104,675,169
FEE026067,PAY026105,693,173
FEE026068,PAY026106,925,231
FEE026069,PAY026107,608,152
FEE026070,PAY026108,293,73
FEE026071,PAY026109,723,181
FEE026072,PAY026110,847,212
FEE026073,PAY026111,745,186
FEE026074,PAY026112,167,42
FEE026075,PAY026113,140,35
FEE026076,PAY026114,377,94
FEE026077,PAY026115,491,123
FEE026078,PAY026116,554,139
FEE026079,PAY026117,429,107
FEE026080,PAY026118,798,199
FEE026081,PAY026119,380,95
FEE026082,PAY026120,451,113
FEE026083,PAY026121,530,133
FEE026084,PAY026122,98,24
FEE026085,PAY026123,175,44
FEE026086,PAY026124,235,59
FEE026087,PAY026125,916,229
FEE026088,PAY026126,727,182
FEE026089,PAY026127,236,59
FEE026090,PAY026128,305,76
FEE026091,PAY026129,429,107
FEE026092,PAY026131,559,140
FEE026093,PAY026132,847,212
FEE026094,PAY026133,339,85
FEE026095,PAY026134,937,234
FEE026096,PAY026135,177,44
FEE026097,PAY026136,526,131
FEE026098,PAY026137,337,84
FEE026099,PAY026138,673,168
FEE026100,PAY026139,121,30
FEE026101,PAY026140,735,184
FEE026102,PAY026141,810,202
FEE026103,PAY026142,667,167
FEE026104,PAY026143,390,98
FEE026105,PAY026144,48,12
FEE026106,PAY026145,161,40
FEE026107,PAY026146,434,109
FEE026108,PAY026147,815,204
FEE026109,PAY026148,523,131
FEE026110,PAY026149,314,79
FEE026111,PAY026150,631,158
FEE026112,PAY026151,500,125
FEE026113,PAY026152,316,79
FEE026114,PAY026153,457,114
FEE026115,PAY026154,307,77
FEE026116,PAY026155,424,106
FEE026117,PAY026156,686,172
FEE026118,PAY026157,60,15
FEE026119,PAY026158,210,53
FEE026120,PAY026159,112,28
FEE026121,PAY026160,500,125
FEE026122,PAY026161,154,38
FEE026123,PAY026162,193,48
FEE026124,PAY026163,99,25
FEE026125,PAY026164,431,108
FEE026126,PAY026165,115,29
FEE026127,PAY026166,140,35
FEE026128,PAY026167,400,100
FEE026129,PAY026168,255,64
FEE026130,PAY026169,860,215
FEE026131,PAY026170,822,205
FEE026132,PAY026171,255,64
FEE026133,PAY026172,140,35
FEE026134,PAY026173,828,207
FEE026135,PAY026174,693,173
FEE026136,PAY026175,695,174
FEE026137,PAY026176,335,84
FEE026138,PAY026177,460,115
FEE026139,PAY026178,168,42
FEE026140,PAY026179,776,194
FEE026141,PAY026180,177,44
FEE026142,PAY026181,723,181
FEE026143,PAY026182,124,31
FEE026144,PAY026183,870,218
FEE026145,PAY026184,714,178
FEE026146,PAY026185,156,39
FEE026147,PAY026186,224,56
FEE026148,PAY026187,535,134
FEE026149,PAY026188,294,74
FEE026150,PAY026189,381,95
FEE026151,PAY026190,373,93
FEE026152,PAY026191,306,77
FEE026153,PAY026192,42,11
FEE026154,PAY026193,370,92
FEE026155,PAY026194,99,25
FEE026156,PAY026195,668,167
FEE026157,PAY026196,665,166
FEE026158,PAY026197,92,23
FEE026159,PAY026198,391,98
FEE026160,PAY026199,516,129
FEE026161,PAY026200,895,224
FEE026162,PAY026201,171,43
FEE026163,PAY026202,952,238
FEE026164,PAY026203,925,231
FEE026165,PAY026204,180,45
FEE026166,PAY026205,60,15
FEE026167,PAY026206,126,31
FEE026168,PAY026207,37,9
FEE026169,PAY026208,349,87
FEE026170,PAY026209,707,177
FEE026171,PAY026210,675,169
FEE026172,PAY026211,449,112
FEE026173,PAY026212,477,119
FEE026174,PAY026213,225,56
FEE026175,PAY026214,302,75
FEE026176,PAY026215,458,114
FEE026177,PAY026216,178,45
FEE026178,PAY026217,233,58
FEE026179,PAY026218,869,217
FEE026180,PAY026219,929,232
FEE026181,PAY026220,626,157
FEE026182,PAY026221,668,167
FEE026183,PAY026222,229,57
FEE026184,PAY026223,136,34
FEE026185,PAY026224,934,234
FEE026186,PAY026225,301,75
FEE026187,PAY026226,775,194
FEE026188,PAY026227,362,90
FEE026189,PAY026228,822,205
FEE026190,PAY026229,706,177
FEE026191,PAY026230,79,20
FEE026192,PAY026231,914,228
FEE026193,PAY026232,312,78
FEE026194,PAY026233,169,42
FEE026195,PAY026234,110,28
FEE026196,PAY026235,261,65
FEE026197,PAY026236,44,11
FEE026198,PAY026237,663,166
FEE026199,PAY026238,866,216
FEE026200,PAY026239,297,74
FEE026201,PAY026240,917,229
FEE026202,PAY026241,722,181
FEE026203,PAY026242,475,119
FEE026204,PAY026243,712,178
FEE026205,PAY026244,808,202
FEE026206,PAY026245,694,174
FEE026207,PAY026246,322,80
FEE026208,PAY026247,22,5
FEE026209,PAY026248,354,88
FEE026210,PAY026249,592,148
FEE026211,PAY026250,689,172
FEE026212,PAY026251,391,98
FEE026213,PAY026252,288,72
FEE026214,PAY026253,217,54
FEE026215,PAY026254,313,78
FEE026216,PAY026255,430,108
FEE026217,PAY026256,643,161
FEE026218,PAY026257,119,30
FEE026219,PAY026258,786,197
FEE026220,PAY026259,153,38
FEE026221,PAY026260,868,217
FEE026222,PAY026261,789,197
FEE026223,PAY026262,547,137
FEE026224,PAY026263,891,223
FEE026225,PAY026264,889,222
FEE026226,PAY026265,345,86
FEE026227,PAY026266,555,139
FEE026228,PAY026267,763,191
FEE026229,PAY026268,49,12
FEE026230,PAY026269,632,158
FEE026231,PAY026270,100,25
FEE026232,PAY026271,562,140
FEE026233,PAY026272,609,152
FEE026234,PAY026273,599,150
FEE026235,PAY026274,165,41
FEE026236,PAY026275,73,18
FEE026237,PAY026276,930,233
FEE026238,PAY026277,906,226
FEE026239,PAY026278,542,136
FEE026240,PAY026279,816,204
FEE026241,PAY026280,549,137
FEE026242,PAY026281,231,58
FEE026243,PAY026282,167,42
FEE026244,PAY026283,947,237
FEE026245,PAY026284,868,217
FEE026246,PAY026285,364,91
FEE026247,PAY026286,169,42
FEE026248,PAY026287,838,209
FEE026249,PAY026288,722,181
FEE026250,PAY026289,864,216
FEE026251,PAY026290,617,154
FEE026252,PAY026291,842,210
FEE026253,PAY026292,745,186
FEE026254,PAY026293,693,173
FEE026255,PAY026294,165,41
FEE026256,PAY026295,529,132
FEE026257,PAY026296,374,93
FEE026258,PAY026297,400,100
FEE026259,PAY026298,304,76
FEE026260,PAY026299,275,69
FEE026261,PAY026300,388,97
FEE026262,PAY026301,524,131
FEE026263,PAY026302,302,76
FEE026264,PAY026303,262,65
FEE026265,PAY026304,343,86
FEE026266,PAY026305,86,22
FEE026267,PAY026306,829,207
FEE026268,PAY026307,579,145
FEE026269,PAY026308,953,238
FEE026270,PAY026309,55,14
FEE026271,PAY026310,98,24
FEE026272,PAY026311,310,77
FEE026273,PAY026312,846,211
FEE026274,PAY026313,687,172
FEE026275,PAY026314,323,81
FEE026276,PAY026315,42,11
FEE026277,PAY026316,467,117
FEE026278,PAY026317,622,155
FEE026279,PAY026318,334,84
FEE026280,PAY026319,404,101
FEE026281,PAY026320,841,210
FEE026282,PAY026321,912,228
FEE026283,PAY026322,596,149
FEE026284,PAY026323,759,190
FEE026285,PAY026324,309,77
FEE026286,PAY026325,127,32
FEE026287,PAY026326,851,213
FEE026288,PAY026327,497,124
FEE026289,PAY026328,653,163
FEE026290,PAY026329,604,151
FEE026291,PAY026330,572,143
FEE026292,PAY026331,122,31
FEE026293,PAY026332,908,227
FEE026294,PAY026333,434,109
FEE026295,PAY026334,521,130
FEE026296,PAY026335,311,78
FEE026297,PAY026336,158,39
FEE026298,PAY026337,829,207
FEE026299,PAY026338,482,121
FEE026300,PAY026339,960,240
FEE026301,PAY026340,865,216
FEE026302,PAY026341,306,76
FEE026303,PAY026342,98,25
FEE026304,PAY026343,154,38
FEE026305,PAY026344,427,107
FEE026306,PAY026345,381,95
FEE026307,PAY026346,897,224
FEE026308,PAY026347,107,27
FEE026309,PAY026348,941,235
FEE026310,PAY026349,764,191
FEE026311,PAY026350,743,186
FEE026312,PAY026351,215,54
FEE026313,PAY026352,71,18
FEE026314,PAY026353,862,216
FEE026315,PAY026354,239,60
FEE026316,PAY026355,460,115
FEE026317,PAY026356,797,199
FEE026318,PAY026357,543,136
FEE026319,PAY026358,56,14
FEE026320,PAY026359,435,109
FEE026321,PAY026360,435,109
FEE026322,PAY026361,771,193
FEE026323,PAY026362,198,50
FEE026324,PAY026363,439,110
FEE026325,PAY026364,80,20
FEE026326,PAY026365,209,52
FEE026327,PAY026366,442,111
FEE026328,PAY026367,675,169
FEE026329,PAY026368,870,217
FEE026330,PAY026369,395,99
FEE026331,PAY026370,83,21
FEE026332,PAY026371,193,48
FEE026333,PAY026372,622,155
FEE026334,PAY026373,73,18
FEE026335,PAY026374,260,65
FEE026336,PAY026375,371,93
FEE026337,PAY026376,742,186
FEE026338,PAY026377,231,58
FEE026339,PAY026378,677,169
FEE026340,PAY026379,244,61
FEE026341,PAY026380,918,229
FEE026342,PAY026381,918,229
FEE026343,PAY026382,644,161
FEE026344,PAY026383,489,122
FEE026345,PAY026384,656,164
FEE026346,PAY026385,282,70
FEE026347,PAY026386,125,31
FEE026348,PAY026387,707,177
FEE026349,PAY026388,211,53
FEE026350,PAY026389,536,134
FEE026351,PAY026390,462,116
FEE026352,PAY026391,654,163
FEE026353,PAY026392,208,52
FEE026354,PAY026393,235,59
FEE026355,PAY026394,894,224
FEE026356,PAY026395,798,200
FEE026357,PAY026396,98,25
FEE026358,PAY026397,828,207
FEE026359,PAY026398,788,197
FEE026360,PAY026399,331,83
FEE026361,PAY026400,958,239
FEE026362,PAY026401,366,91
FEE026363,PAY026402,48,12
FEE026364,PAY026403,31,8
FEE026365,PAY026404,340,85
FEE026366,PAY026405,448,112
FEE026367,PAY026406,744,186
FEE026368,PAY026407,460,115
FEE026369,PAY026408,786,196
FEE026370,PAY026409,711,178
FEE026371,PAY026410,527,132
FEE026372,PAY026411,633,158
FEE026373,PAY026412,276,69
FEE026374,PAY026413,397,99
FEE026375,PAY026414,757,189
FEE026376,PAY026415,104,26
FEE026377,PAY026416,66,17
FEE026378,PAY026417,143,36
FEE026379,PAY026418,274,68
FEE026380,PAY026419,845,211
FEE026381,PAY026420,781,195
FEE026382,PAY026421,648,162
FEE026383,PAY026422,596,149
FEE026384,PAY026423,547,137
FEE026385,PAY026424,52,13
FEE026386,PAY026425,722,180
FEE026387,PAY026426,308,77
FEE026388,PAY026427,88,22
FEE026389,PAY026428,671,168
FEE026390,PAY026429,412,103
FEE026391,PAY026430,439,110
FEE026392,PAY026431,438,110
FEE026393,PAY026432,417,104
FEE026394,PAY026433,397,99
FEE026395,PAY026434,935,234
FEE026396,PAY026435,643,161
FEE026397,PAY026436,66,16
FEE026398,PAY026437,546,137
FEE026399,PAY026438,555,139
FEE026400,PAY026439,480,120
FEE026401,PAY026440,226,56
FEE026402,PAY026441,44,11
FEE026403,PAY026442,840,210
FEE026404,PAY026443,748,187
FEE026405,PAY026444,859,215
FEE026406,PAY026445,731,183
FEE026407,PAY026446,109,27
FEE026408,PAY026447,96,24
FEE026409,PAY026448,702,176
FEE026410,PAY026449,926,232
FEE026411,PAY026450,254,63
FEE026412,PAY026451,819,205
FEE026413,PAY026452,47,12
FEE026414,PAY026453,607,152
FEE026415,PAY026454,264,66
FEE026416,PAY026455,925,231
FEE026417,PAY026456,516,129
FEE026418,PAY026457,180,45
FEE026419,PAY026458,273,68
FEE026420,PAY026459,500,125
FEE026421,PAY026460,813,203
FEE026422,PAY026461,430,107
FEE026423,PAY026462,634,159
FEE026424,PAY026463,594,148
FEE026425,PAY026464,582,146
FEE026426,PAY026465,518,129
FEE026427,PAY026466,242,60
FEE026428,PAY026467,394,98
FEE026429,PAY026468,240,60
FEE026430,PAY026469,137,34
FEE026431,PAY026470,883,221
FEE026432,PAY026471,81,20
FEE026433,PAY026472,574,144
FEE026434,PAY026473,707,177
FEE026435,PAY026474,346,86
FEE026436,PAY026475,573,143
FEE026437,PAY026476,138,35
FEE026438,PAY026477,309,77
FEE026439,PAY026478,854,214
FEE026440,PAY026479,477,119
FEE026441,PAY026480,469,117
FEE026442,PAY026481,932,233
FEE026443,PAY026482,244,61
FEE026444,PAY026483,805,201
FEE026445,PAY026484,213,53
FEE026446,PAY026485,450,112
FEE026447,PAY026486,215,54
FEE026448,PAY026487,633,158
FEE026449,PAY026488,627,157
FEE026450,PAY026489,414,104
FEE026451,PAY026490,516,129
FEE026452,PAY026491,482,120
FEE026453,PAY026492,458,115
FEE026454,PAY026493,537,134
FEE026455,PAY026494,690,173
FEE026456,PAY026495,782,195
FEE026457,PAY026496,592,148
FEE026458,PAY026497,887,222
FEE026459,PAY026498,846,211
FEE026460,PAY026499,377,94
FEE026461,PAY026500,547,137
FEE026462,PAY026501,807,202
FEE026463,PAY026502,467,117
FEE026464,PAY026503,507,127
FEE026465,PAY026504,330,83
FEE026466,PAY026505,174,43
FEE026467,PAY026506,534,133
FEE026468,PAY026507,31,8
FEE026469,PAY026508,143,36
FEE026470,PAY026509,919,230
FEE026471,PAY026510,805,201
FEE026472,PAY026511,477,119
FEE026473,PAY026512,503,126
FEE026474,PAY026513,960,240
FEE026475,PAY026514,54,14
FEE026476,PAY026515,669,167
FEE026477,PAY026516,925,231
FEE026478,PAY026517,790,198
FEE026479,PAY026518,511,128
FEE026480,PAY026519,849,212
FEE026481,PAY026520,885,221
FEE026482,PAY026521,913,228
FEE026483,PAY026522,888,222
FEE026484,PAY026523,589,147
FEE026485,PAY026524,725,181
FEE026486,PAY026525,90,23
FEE026487,PAY026526,486,122
FEE026488,PAY026527,148,37
FEE026489,PAY026528,570,142
FEE026490,PAY026529,139,35
FEE026491,PAY026530,434,108
FEE026492,PAY026531,107,27
FEE026493,PAY026532,627,157
FEE026494,PAY026533,150,37
FEE026495,PAY026534,821,205
FEE026496,PAY026535,138,34
FEE026497,PAY026536,908,227
FEE026498,PAY026537,336,84
FEE026499,PAY026538,168,42
FEE026500,PAY026539,614,153
FEE026501,PAY026540,731,183
FEE026502,PAY026541,673,168
FEE026503,PAY026542,767,192
FEE026504,PAY026543,833,208
FEE026505,PAY026544,266,66
FEE026506,PAY026545,245,61
FEE026507,PAY026546,597,149
FEE026508,PAY026547,336,84
FEE026509,PAY026548,873,218
FEE026510,PAY026549,888,222
FEE026511,PAY026550,915,229
FEE026512,PAY026551,587,147
FEE026513,PAY026552,107,27
FEE026514,PAY026553,610,153
FEE026515,PAY026554,26,7
FEE026516,PAY026555,554,139
FEE026517,PAY026556,451,113
FEE026518,PAY026557,253,63
FEE026519,PAY026558,585,146
FEE026520,PAY026559,928,232
FEE026521,PAY026560,104,26
FEE026522,PAY026561,814,203
FEE026523,PAY026562,331,83
FEE026524,PAY026563,239,60
FEE026525,PAY026564,29,7
FEE026526,PAY026565,627,157
FEE026527,PAY026566,113,28
FEE026528,PAY026567,921,230
FEE026529,PAY026568,130,33
FEE026530,PAY026569,232,58
FEE026531,PAY026570,409,102
FEE026532,PAY026571,441,110
FEE026533,PAY026572,509,127
FEE026534,PAY026573,665,166
FEE026535,PAY026574,949,237
FEE026536,PAY026575,231,58
FEE026537,PAY026576,437,109
FEE026538,PAY026577,895,224
FEE026539,PAY026578,448,112
FEE026540,PAY026579,767,192
FEE026541,PAY026580,707,177
FEE026542,PAY026581,146,36
FEE026543,PAY026582,436,109
FEE026544,PAY026583,532,133
FEE026545,PAY026584,823,206
FEE026546,PAY026585,780,195
FEE026547,PAY026586,329,82
FEE026548,PAY026587,341,85
FEE026549,PAY026588,530,133
FEE026550,PAY026589,104,26
FEE026551,PAY026590,563,141
FEE026552,PAY026591,724,181
FEE026553,PAY026592,745,186
FEE026554,PAY026593,614,154
FEE026555,PAY026594,805,201
FEE026556,PAY026595,72,18
FEE026557,PAY026596,211,53
FEE026558,PAY026597,45,11
FEE026559,PAY026598,529,132
FEE026560,PAY026599,787,197
FEE026561,PAY026600,493,123
FEE026562,PAY026601,932,233
FEE026563,PAY026602,511,128
FEE026564,PAY026603,68,17
FEE026565,PAY026604,923,231
FEE026566,PAY026605,914,228
FEE026567,PAY026606,538,134
FEE026568,PAY026607,930,233
FEE026569,PAY026608,425,106
FEE026570,PAY026609,418,105
FEE026571,PAY026610,247,62
FEE026572,PAY026611,139,35
FEE026573,PAY026612,333,83
FEE026574,PAY026613,897,224
FEE026575,PAY026614,734,184
FEE026576,PAY026615,429,107
FEE026577,PAY026616,887,222
FEE026578,PAY026617,441,110
FEE026579,PAY026618,820,205
FEE026580,PAY026619,407,102
FEE026581,PAY026620,402,100
FEE026582,PAY026621,235,59
FEE026583,PAY026622,165,41
FEE026584,PAY026623,960,240
FEE026585,PAY026624,959,240
FEE026586,PAY026625,730,183
FEE026587,PAY026626,302,76
FEE026588,PAY026627,697,174
FEE026589,PAY026628,759,190
FEE026590,PAY026629,266,67
FEE026591,PAY026630,377,94
FEE026592,PAY026631,640,160
FEE026593,PAY026632,888,222
FEE026594,PAY026633,383,96
FEE026595,PAY026634,248,62
FEE026596,PAY026635,224,56
FEE026597,PAY026636,471,118
FEE026598,PAY026637,108,27
FEE026599,PAY026638,436,109
FEE026600,PAY026639,745,186
FEE026601,PAY026640,757,189
FEE026602,PAY026641,553,138
FEE026603,PAY026642,231,58
FEE026604,PAY026643,620,155
FEE026605,PAY026644,298,74
FEE026606,PAY026645,81,20
FEE026607,PAY026646,360,90
FEE026608,PAY026647,137,34
FEE026609,PAY026648,457,114
FEE026610,PAY026649,400,100
FEE026611,PAY026650,302,75
FEE026612,PAY026651,447,112
FEE026613,PAY026652,361,90
FEE026614,PAY026653,577,144
FEE026615,PAY026654,918,229
FEE026616,PAY026655,249,62
FEE026617,PAY026656,135,34
FEE026618,PAY026657,205,51
FEE026619,PAY026658,464,116
FEE026620,PAY026659,512,128
FEE026621,PAY026660,797,199
FEE026622,PAY026661,482,120
FEE026623,PAY026662,932,233
FEE026624,PAY026663,98,24
FEE026625,PAY026664,466,117
FEE026626,PAY026665,505,126
FEE026627,PAY026666,534,134
FEE026628,PAY026667,149,37
FEE026629,PAY026668,26,7
FEE026630,PAY026669,885,221
FEE026631,PAY026670,126,32
FEE026632,PAY026671,955,239
FEE026633,PAY026672,106,27
FEE026634,PAY026673,495,124
FEE026635,PAY026674,446,112
FEE026636,PAY026675,918,230
FEE026637,PAY026676,152,38
FEE026638,PAY026677,531,133
FEE026639,PAY026678,333,83
FEE026640,PAY026679,555,139
FEE026641,PAY026680,502,126
FEE026642,PAY026681,329,82
FEE026643,PAY026682,934,233
FEE026644,PAY026683,31,8
FEE026645,PAY026684,902,226
FEE026646,PAY026685,859,215
FEE026647,PAY026686,93,23
FEE026648,PAY026687,158,40
FEE026649,PAY026688,765,191
FEE026650,PAY026689,348,87
FEE026651,PAY026690,906,226
FEE026652,PAY026691,284,71
FEE026653,PAY026692,681,170
FEE026654,PAY026693,473,118
FEE026655,PAY026694,354,88
FEE026656,PAY026695,800,200
FEE026657,PAY026696,289,72
FEE026658,PAY026697,545,136
FEE026659,PAY026698,350,88
FEE026660,PAY026699,293,73
FEE026661,PAY026700,210,52
FEE026662,PAY026701,355,89
FEE026663,PAY026702,37,9
FEE026664,PAY026703,408,102
FEE026665,PAY026704,843,211
FEE026666,PAY026705,288,72
FEE026667,PAY026706,536,134
FEE026668,PAY026707,76,19
FEE026669,PAY026708,367,92
FEE026670,PAY026709,534,133
FEE026671,PAY026710,461,115
FEE026672,PAY026711,935,234
FEE026673,PAY026712,491,123
FEE026674,PAY026713,481,120
FEE026675,PAY026714,68,17
FEE026676,PAY026715,753,188
FEE026677,PAY026716,495,124
FEE026678,PAY026717,57,14
FEE026679,PAY026718,311,78
FEE026680,PAY026719,820,205
FEE026681,PAY026720,814,204
FEE026682,PAY026721,73,18
FEE026683,PAY026722,687,172
FEE026684,PAY026723,511,128
FEE026685,PAY026724,806,201
FEE026686,PAY026725,325,81
FEE026687,PAY026726,358,90
FEE026688,PAY026727,222,56
FEE026689,PAY026728,521,130
FEE026690,PAY026729,394,98
FEE026691,PAY026730,766,192
FEE026692,PAY026731,752,188
FEE026693,PAY026732,705,176
FEE026694,PAY026733,386,96
FEE026695,PAY026734,211,53
FEE026696,PAY026735,693,173
FEE026697,PAY026736,314,78
FEE026698,PAY026737,552,138
FEE026699,PAY026738,959,240
FEE026700,PAY026739,810,202
FEE026701,PAY026740,309,77
FEE026702,PAY026741,834,208
FEE026703,PAY026742,794,199
FEE026704,PAY026743,279,70
FEE026705,PAY026744,948,237
FEE026706,PAY026745,866,217
FEE026707,PAY026746,113,28
FEE026708,PAY026747,414,103
FEE026709,PAY026748,869,217
FEE026710,PAY026749,417,104
FEE026711,PAY026750,357,89
FEE026712,PAY026751,730,182
FEE026713,PAY026752,411,103
FEE026714,PAY026753,697,174
FEE026715,PAY026754,936,234
FEE026716,PAY026755,671,168
FEE026717,PAY026756,214,53
FEE026718,PAY026757,126,32
FEE026719,PAY026758,493,123
FEE026720,PAY026759,734,184
FEE026721,PAY026760,159,40
FEE026722,PAY026761,401,100
FEE026723,PAY026762,379,95
FEE026724,PAY026763,674,168
FEE026725,PAY026764,533,133
FEE026726,PAY026765,223,56
FEE026727,PAY026766,70,18
FEE026728,PAY026767,321,80
FEE026729,PAY026768,476,119
FEE026730,PAY026769,126,31
FEE026731,PAY026770,954,238
FEE026732,PAY026771,175,44
FEE026733,PAY026772,134,34
FEE026734,PAY026773,303,76
FEE026735,PAY026774,575,144
FEE026736,PAY026775,678,169
FEE026737,PAY026776,801,200
FEE026738,PAY026777,679,170
FEE026739,PAY026778,768,192
FEE026740,PAY026779,441,110
FEE026741,PAY026780,503,126
FEE026742,PAY026781,821,205
FEE026743,PAY026782,893,223
FEE026744,PAY026783,784,196
FEE026745,PAY026784,410,103
FEE026746,PAY026785,799,200
FEE026747,PAY026786,825,206
FEE026748,PAY026787,960,240
FEE026749,PAY026788,135,34
FEE026750,PAY026789,244,61
FEE026751,PAY026790,920,230
FEE026752,PAY026791,375,94
FEE026753,PAY026792,30,8
FEE026754,PAY026793,310,77
FEE026755,PAY026794,721,180
FEE026756,PAY026795,642,161
FEE026757,PAY026796,255,64
FEE026758,PAY026797,354,88
FEE026759,PAY026798,339,85
FEE026760,PAY026799,585,146
FEE026761,PAY026800,813,203
FEE026762,PAY026801,749,187
FEE026763,PAY026802,543,136
FEE026764,PAY026803,588,147
